carat,cut,color,clarity,depth,table,price,x,y,z
0.3,Ideal,I,VS1,62.5,54.0,608,4.32,4.29,2.69
0.57,Ideal,E,VS2,61.3,57.0,2319,5.38,5.29,3.27
0.32,Premium,J,SI1,62.2,59.0,365,4.37,4.41,2.73
1.01,Very Good,G,SI1,63.4,58.0,5051,6.29,6.4,4.02
1.01,Very Good,D,SI2,61.8,57.0,4260,6.42,6.47,3.98
0.41,Very Good,E,SI1,61.8,60.0,705,4.74,4.78,2.94
0.81,Ideal,F,VVS2,62.3,54.0,4630,5.94,6.01,3.72
0.33,Ideal,I,SI1,62.7,56.0,572,4.44,4.4,2.77
0.5,Ideal,H,SI1,62.2,53.0,1154,5.06,5.14,3.17
1.07,Ideal,G,SI1,62.2,56.0,5551,6.52,6.56,4.07
1.02,Very Good,E,SI2,58.7,63.0,4414,6.61,6.55,3.86
0.37,Ideal,J,SI1,61.4,57.0,469,4.62,4.66,2.85
1.01,Very Good,H,SI2,60.6,61.0,3888,6.38,6.45,3.89
1.54,Premium,H,IF,62.5,58.0,12308,7.38,7.33,4.6
1.51,Ideal,H,VS1,62.3,57.0,11967,7.34,7.29,4.55
0.4,Ideal,G,VVS1,62.3,54.0,1043,4.75,4.76,2.96
0.71,Ideal,F,VS1,61.5,56.0,3710,5.72,5.75,3.52
1.24,Very Good,F,VS1,59.0,60.0,9885,7.0,7.07,4.15
1.43,Premium,G,VS2,62.2,58.0,10609,7.18,7.15,4.46
0.75,Fair,J,VS2,59.1,66.0,1944,5.99,5.82,3.49
1.1,Ideal,F,VVS1,62.7,57.0,10861,6.57,6.63,4.14
0.7,Premium,F,SI1,60.8,59.0,2023,5.73,5.71,3.48
0.31,Premium,E,VS2,61.0,58.0,872,4.39,4.37,2.67
1.18,Ideal,J,VS1,61.4,56.0,5182,6.79,6.82,4.18
1.28,Ideal,G,SI2,61.5,57.0,6412,6.93,7.0,4.28
0.38,Ideal,E,SI2,62.2,56.0,663,4.64,4.66,2.89
0.42,Ideal,E,SI1,62.6,57.0,773,4.81,4.84,3.02
0.78,Ideal,G,VS2,61.1,56.0,3343,5.89,5.96,3.62
1.02,Good,E,SI1,63.2,61.0,5183,6.31,6.37,4.01
1.02,Premium,D,SI2,61.5,58.0,4381,6.51,6.33,3.95
1.01,Premium,F,SI1,60.6,59.0,5345,6.52,6.49,3.94
1.25,Very Good,G,VS1,62.7,56.0,8580,6.81,6.93,4.31
1.26,Ideal,F,SI2,62.7,58.0,6277,6.91,6.87,4.32
0.9,Good,F,VS1,63.8,56.0,3750,5.99,5.92,3.8
0.3,Ideal,E,VS2,61.0,56.0,658,4.33,4.36,2.65
0.71,Ideal,E,VS1,61.4,59.0,3198,5.71,5.75,3.52
0.4,Very Good,E,VVS2,62.4,58.0,1017,4.7,4.76,2.95
0.5,Very Good,E,VS2,62.7,54.0,1624,5.07,5.1,3.19
0.5,Very Good,D,VS1,62.0,56.0,1750,5.09,5.11,3.16
0.71,Good,D,VS2,63.6,54.0,4289,5.7,5.75,3.64
1.2,Very Good,H,SI1,60.8,58.0,6077,6.8,6.85,4.15
1.03,Very Good,G,SI2,63.1,58.0,4060,6.41,6.37,4.03
0.54,Very Good,F,SI1,61.2,55.0,1346,5.23,5.29,3.22
1.01,Fair,F,VS2,69.0,61.0,6041,6.06,5.99,4.16
0.41,Ideal,G,VS2,61.4,55.0,1061,4.8,4.75,2.93
0.4,Ideal,J,VVS2,62.5,53.0,662,4.74,4.79,2.98
0.35,Very Good,E,VS1,59.7,59.0,790,4.59,4.62,2.75
0.9,Very Good,F,SI2,63.1,58.0,3457,6.13,6.11,3.86
0.75,Very Good,G,SI1,62.1,60.0,2634,5.79,5.83,3.61
0.42,Ideal,D,SI1,61.9,55.0,756,4.79,4.84,2.98
2.02,Premium,J,VS2,62.0,59.0,13687,8.06,8.08,5.0
0.26,Very Good,D,VS2,59.6,63.0,420,4.13,4.16,2.47
0.3,Premium,F,VS1,60.5,60.0,658,4.29,4.31,2.6
1.17,Fair,E,VS2,64.5,56.0,6814,6.75,6.68,4.33
0.35,Ideal,D,SI1,61.6,56.0,827,4.53,4.49,2.78
0.9,Very Good,H,SI1,62.3,63.0,3447,6.06,6.13,3.8
1.5,Premium,I,SI2,62.8,57.0,7715,7.34,7.25,4.58
2.0,Very Good,I,SI2,63.1,56.0,9435,7.98,7.84,5.0
0.33,Premium,G,VS2,61.3,59.0,579,4.44,4.46,2.73
0.51,Premium,G,SI1,62.4,58.0,1312,5.13,5.07,3.18
0.78,Ideal,H,SI2,61.9,54.0,2012,5.89,5.85,3.63
0.74,Premium,F,SI1,61.2,59.0,2744,5.88,5.82,3.58
0.78,Very Good,H,SI2,63.1,56.0,2348,5.84,5.88,3.7
0.35,Very Good,H,VVS2,61.0,57.0,650,4.54,4.57,2.77
1.0,Fair,E,VS2,67.0,54.0,5729,6.23,6.18,4.16
0.7,Very Good,E,VS2,61.8,59.0,2952,5.63,5.67,3.49
1.51,Premium,H,VS2,62.3,59.0,11435,7.28,7.32,4.55
0.57,Ideal,E,VS1,62.1,53.0,1942,5.36,5.41,3.34
1.7,Premium,D,SI1,61.9,59.0,15100,7.61,7.64,4.72
0.32,Premium,G,VS2,62.1,60.0,720,4.39,4.34,2.71
1.01,Very Good,D,VS1,63.1,59.0,8101,6.37,6.34,4.01
0.72,Ideal,I,VS2,61.6,55.0,2312,5.76,5.78,3.55
0.78,Ideal,G,SI1,61.7,56.0,3056,5.9,5.93,3.65
0.75,Ideal,F,SI2,62.1,55.0,2586,5.83,5.87,3.63
1.01,Very Good,F,SI1,62.4,60.0,5078,6.35,6.4,3.98
1.11,Very Good,J,VS2,61.8,56.0,4283,6.59,6.64,4.09
0.3,Premium,H,VVS1,62.3,58.0,878,4.32,4.29,2.68
0.34,Ideal,F,IF,60.7,57.0,1148,4.53,4.5,2.74
0.41,Very Good,E,SI1,60.5,63.0,904,4.81,4.77,2.9
0.25,Ideal,G,IF,61.1,57.0,582,4.06,4.07,2.48
1.06,Premium,H,SI1,62.8,58.0,4872,6.49,6.47,4.07
1.2,Very Good,F,SI2,62.2,62.0,5247,6.7,6.77,4.19
0.34,Very Good,F,VS1,61.1,60.0,795,4.46,4.51,2.74
1.03,Premium,D,VVS2,61.7,59.0,8623,6.48,6.43,3.98
0.71,Ideal,J,SI1,60.6,57.0,2700,5.78,5.83,3.52
1.09,Ideal,F,SI1,61.4,56.0,6872,6.63,6.66,4.08
1.53,Ideal,I,SI2,61.3,59.0,8062,7.42,7.39,4.54
1.09,Good,H,SI1,63.6,56.0,4920,6.53,6.56,4.16
0.39,Ideal,I,VVS1,60.8,56.0,805,4.76,4.78,2.9
0.36,Premium,G,SI1,62.0,59.0,689,4.56,4.53,2.82
1.03,Ideal,H,SI2,61.6,54.0,4611,6.51,6.55,4.02
0.8,Good,G,SI1,62.7,57.0,2810,5.84,5.93,3.69
0.73,Ideal,I,VS1,62.1,54.0,2167,5.77,5.8,3.59
0.6,Premium,G,SI1,61.9,61.0,1646,5.38,5.34,3.32
2.18,Premium,G,SI2,61.9,60.0,18003,8.29,8.24,5.12
1.01,Premium,F,SI1,59.7,61.0,4989,6.55,6.49,3.89
0.52,Premium,D,VS2,62.4,58.0,1842,5.13,5.09,3.19
0.31,Ideal,H,SI1,61.5,56.0,591,4.36,4.39,2.69
0.39,Premium,E,VS1,59.6,60.0,1026,4.72,4.75,2.82
1.03,Good,H,SI1,63.3,57.0,4843,6.39,6.41,4.05
1.01,Very Good,E,SI1,58.6,58.0,4766,6.52,6.58,3.84
2.51,Fair,H,SI2,64.7,57.0,18308,8.44,8.5,5.48
0.52,Premium,E,VVS2,60.1,59.0,2467,5.27,5.22,3.15
1.51,Ideal,G,VS2,59.8,57.0,13214,7.48,7.53,4.48
0.3,Ideal,H,VS1,61.6,55.0,675,4.3,4.27,2.64
1.58,Ideal,I,SI2,62.3,57.0,6441,7.42,7.34,4.6
1.56,Ideal,F,SI2,61.6,56.0,10396,7.45,7.41,4.58
0.9,Premium,I,VS1,61.0,55.0,3720,6.29,6.27,3.83
2.51,Very Good,E,SI2,63.1,56.0,16717,8.65,8.6,5.44
1.21,Ideal,H,VS1,60.5,57.0,7047,6.91,6.88,4.17
0.25,Ideal,H,VVS1,60.2,56.0,525,4.1,4.11,2.47
1.21,Premium,G,VS1,59.5,58.0,8305,6.97,7.01,4.16
0.8,Very Good,E,SI2,62.6,59.0,3070,5.84,5.91,3.68
0.31,Premium,D,SI1,60.9,60.0,571,4.38,4.39,2.67
0.59,Premium,G,VS2,61.1,57.0,1789,5.43,5.4,3.31
0.41,Very Good,I,VVS2,63.1,56.0,1061,4.75,4.72,2.99
0.54,Premium,E,SI1,62.2,58.0,1637,5.26,5.23,3.26
0.34,Premium,H,VS2,60.2,60.0,689,4.56,4.51,2.73
0.51,Very Good,F,SI2,62.3,55.0,1243,5.13,5.15,3.2
0.4,Very Good,E,VVS2,60.3,59.0,1017,4.74,4.78,2.87
1.02,Good,J,SI2,63.1,58.0,3298,6.34,6.38,4.01
0.53,Premium,E,VS2,61.4,55.0,1727,5.24,5.21,3.21
0.7,Very Good,G,IF,58.5,60.0,3543,5.83,5.87,3.42
0.33,Premium,H,VS2,62.4,58.0,521,4.39,4.42,2.75
1.01,Very Good,F,VS2,63.7,56.0,6289,6.29,6.34,4.02
0.31,Very Good,G,VS1,61.9,54.0,640,4.36,4.4,2.71
0.53,Very Good,H,VVS2,61.3,61.0,1548,5.15,5.2,3.17
1.34,Very Good,H,VS2,61.4,58.0,7965,7.13,7.07,4.36
0.26,Ideal,E,VVS2,62.3,57.0,769,4.09,4.06,2.54
0.38,Premium,D,SI1,58.9,61.0,941,4.79,4.75,2.81
0.32,Ideal,E,VS2,62.3,56.0,900,4.41,4.38,2.74
0.38,Ideal,E,VS2,61.7,55.0,1112,4.68,4.66,2.88
0.51,Ideal,E,VS2,61.2,57.0,1795,5.13,5.16,3.15
0.54,Very Good,J,SI1,61.3,55.0,1080,5.23,5.28,3.22
0.72,Very Good,E,VS2,61.9,56.0,2585,5.75,5.79,3.57
0.32,Ideal,F,SI2,61.7,56.0,561,4.41,4.44,2.73
1.01,Very Good,G,VS1,62.8,58.0,6152,6.34,6.37,3.99
0.26,Ideal,H,VS1,62.6,56.0,448,4.07,4.09,2.55
0.9,Good,F,SI2,58.0,57.0,3770,6.34,6.41,3.7
1.01,Premium,H,VS2,62.1,57.0,5120,6.45,6.39,3.99
0.44,Ideal,I,VVS2,61.1,57.0,957,4.91,4.95,3.01
0.91,Ideal,I,SI2,61.6,57.0,3034,6.23,6.24,3.84
0.35,Premium,H,VVS1,60.6,60.0,1024,4.57,4.51,2.75
0.86,Fair,E,SI2,55.1,69.0,2757,6.45,6.33,3.52
2.01,Premium,J,SI1,60.3,56.0,11188,8.02,7.96,4.82
1.28,Ideal,H,SI2,61.8,57.0,5676,7.0,6.97,4.32
0.8,Ideal,F,VS2,62.7,54.0,3429,5.91,5.95,3.72
1.2,Good,F,VVS1,63.6,57.0,11182,6.74,6.71,4.28
0.9,Very Good,D,SI1,62.4,63.0,4068,6.15,6.18,3.85
1.01,Premium,F,VS2,60.3,59.0,6674,6.52,6.45,3.91
2.0,Premium,J,VS2,62.9,60.0,11966,7.99,7.95,5.01
0.58,Ideal,G,SI1,62.0,58.0,1408,5.33,5.38,3.32
1.91,Ideal,G,SI2,62.2,55.0,12700,7.9,7.94,4.93
1.25,Premium,H,SI1,59.4,62.0,5320,7.07,7.0,4.18
0.3,Very Good,I,VS1,61.8,63.0,567,4.29,4.26,2.64
0.24,Very Good,E,VVS2,58.5,59.0,552,4.04,4.09,2.38
0.41,Ideal,H,VVS1,61.4,56.0,1115,4.8,4.77,2.94
1.21,Very Good,H,VS1,62.4,60.0,7279,6.73,6.79,4.22
1.11,Very Good,I,SI2,62.5,58.0,4442,6.59,6.65,4.14
0.32,Ideal,F,VS2,62.6,55.0,645,4.38,4.41,2.75
1.02,Premium,E,VS2,62.8,59.0,5666,6.44,6.39,4.03
0.31,Premium,G,VVS1,61.1,58.0,816,4.32,4.35,2.65
1.7,Ideal,F,VS2,62.3,56.0,18055,7.65,7.61,4.75
0.34,Ideal,E,VS2,62.4,55.0,956,4.53,4.48,2.81
2.56,Ideal,J,SI1,61.4,58.0,17753,8.73,8.76,5.37
0.45,Good,E,SI1,63.9,57.0,829,4.81,4.86,3.09
1.25,Good,I,SI2,60.5,64.0,3465,6.91,6.82,4.15
1.24,Very Good,G,VS1,62.0,55.0,8298,6.89,6.95,4.29
0.55,Ideal,D,VS1,61.7,55.0,1890,5.25,5.26,3.24
0.7,Good,H,VVS2,61.4,64.0,2475,5.73,5.61,3.48
0.7,Fair,G,VS2,65.3,57.0,2338,5.58,5.47,3.61
0.33,Ideal,G,VVS1,62.3,55.0,1114,4.46,4.43,2.77
0.38,Ideal,E,SI1,61.0,56.0,694,4.68,4.69,2.86
1.01,Very Good,J,SI2,61.9,59.0,3592,6.34,6.38,3.94
1.25,Ideal,F,VVS1,62.2,56.0,12584,6.89,6.93,4.3
1.05,Ideal,F,SI2,60.9,56.0,4675,6.64,6.56,4.02
1.51,Very Good,H,VS1,61.5,54.0,10045,7.34,7.42,4.54
0.25,Ideal,H,VS1,61.5,56.0,445,4.05,4.08,2.5
0.4,Very Good,E,VS2,62.2,56.0,912,4.72,4.74,2.94
0.27,Ideal,I,VS1,61.9,54.0,432,4.15,4.18,2.58
0.7,Fair,F,VS2,66.4,53.0,2516,5.51,5.49,3.65
0.73,Ideal,H,SI1,62.6,57.0,2320,5.66,5.74,3.57
0.7,Premium,J,VS2,61.2,60.0,1940,5.73,5.7,3.5
0.51,Very Good,G,IF,63.8,58.0,2063,5.06,5.09,3.24
0.7,Ideal,F,VS2,62.0,57.0,2535,5.71,5.67,3.53
1.03,Ideal,D,SI2,62.8,56.0,4764,6.46,6.43,4.05
0.3,Ideal,G,VVS2,61.1,57.0,878,4.35,4.32,2.65
0.52,Ideal,G,VS2,61.3,56.0,1737,5.18,5.21,3.18
0.57,Premium,G,VS2,62.8,57.0,1728,5.28,5.23,3.3
0.91,Good,I,SI1,64.2,59.0,2700,6.05,5.98,3.86
1.02,Premium,H,VS2,60.0,58.0,4958,6.56,6.5,3.92
0.31,Premium,D,VS1,59.6,58.0,683,4.38,4.41,2.62
0.44,Very Good,E,VVS2,60.7,57.0,1274,4.9,4.92,2.98
0.3,Good,G,IF,63.8,55.0,895,4.24,4.28,2.72
0.56,Ideal,G,VS2,60.9,56.0,1662,5.34,5.36,3.26
0.33,Good,E,SI1,63.8,55.0,579,4.36,4.38,2.79
0.38,Ideal,F,VVS2,61.7,55.4,1010,4.66,4.68,2.88
0.46,Ideal,G,IF,62.1,56.0,1654,4.93,4.96,3.07
0.32,Premium,H,VS1,60.5,59.0,720,4.42,4.41,2.67
0.53,Good,D,VS2,63.4,55.0,1734,5.11,5.23,3.28
0.32,Premium,F,IF,59.3,58.0,1080,4.47,4.44,2.62
1.01,Ideal,E,SI2,61.9,56.0,4921,6.46,6.43,3.99
0.3,Ideal,E,SI1,62.1,56.0,499,4.31,4.36,2.69
0.7,Ideal,F,VS1,62.5,56.0,2751,5.73,5.7,3.57
0.7,Ideal,H,SI2,61.8,57.0,2298,5.67,5.72,3.52
0.4,Premium,E,SI1,61.4,58.0,882,4.81,4.77,2.94
1.0,Very Good,E,SI1,61.9,62.0,4864,6.34,6.4,3.94
0.42,Ideal,D,VVS1,61.8,56.0,1547,4.79,4.82,2.97
0.71,Premium,I,VS1,62.5,61.0,2202,5.68,5.64,3.54
0.23,Very Good,E,VS1,59.5,58.0,402,4.01,4.06,2.4
0.75,Premium,G,SI2,62.7,58.0,2268,5.82,5.76,3.63
0.72,Premium,J,I1,62.9,59.0,945,5.8,5.63,3.58
0.76,Ideal,E,SI1,62.4,54.0,3056,5.84,5.86,3.65
1.06,Ideal,D,SI2,62.3,55.0,5159,6.5,6.54,4.06
0.54,Good,F,VS2,60.6,61.0,1563,5.22,5.3,3.19
0.73,Ideal,G,VS1,61.6,57.0,3033,5.76,5.79,3.56
1.5,Very Good,F,VS1,61.6,58.0,15022,7.35,7.43,4.55
0.33,Ideal,G,IF,61.9,54.0,1052,4.46,4.42,2.75
0.9,Premium,F,SI2,58.9,59.0,3803,6.31,6.26,3.7
0.71,Very Good,J,SI1,60.7,58.0,1643,5.78,5.81,3.52
0.41,Ideal,E,VS1,61.4,55.0,1007,4.8,4.84,2.96
1.33,Premium,G,VS1,60.2,60.0,9813,7.12,7.2,4.31
2.02,Ideal,H,SI2,62.7,57.0,15785,8.05,8.0,5.03
0.5,Very Good,E,VS2,62.9,59.0,1624,5.06,5.09,3.19
0.31,Ideal,E,VVS1,62.4,56.0,1028,4.37,4.35,2.72
0.39,Ideal,G,VVS1,62.4,53.6,1008,4.65,4.7,2.92
0.5,Very Good,E,VVS2,62.4,55.0,2275,5.08,5.11,3.18
0.81,Premium,F,SI1,61.9,58.0,3004,5.99,5.96,3.7
0.7,Ideal,D,SI1,61.6,57.0,3471,5.69,5.74,3.52
0.7,Premium,D,VS1,60.4,58.0,2956,5.78,5.71,3.47
0.38,Ideal,D,VVS2,61.5,56.0,1200,4.64,4.66,2.86
0.34,Ideal,D,I1,61.4,55.0,413,4.5,4.52,2.77
1.26,Ideal,I,SI2,59.6,57.0,4620,7.01,7.04,4.19
0.41,Ideal,D,SI1,61.7,56.0,744,4.77,4.8,2.95
0.55,Very Good,G,VVS1,61.5,55.1,2451,5.26,5.28,3.24
1.09,Ideal,H,SI1,62.3,57.0,5149,6.58,6.54,4.09
0.52,Very Good,I,VS1,61.4,57.0,1282,5.17,5.19,3.18
1.0,Very Good,G,VS2,63.3,60.0,5600,6.37,6.29,4.01
1.55,Very Good,E,I1,61.6,58.0,5974,7.42,7.52,4.6
0.3,Ideal,G,VS2,62.0,54.0,545,4.33,4.35,2.69
2.07,Ideal,J,VS2,62.2,56.0,11500,8.2,8.16,5.09
0.4,Premium,F,VVS1,61.9,57.0,1323,4.71,4.69,2.91
1.01,Fair,I,VS1,64.9,56.0,3801,6.29,6.2,4.07
0.32,Very Good,D,VS2,62.5,57.0,758,4.34,4.39,2.73
1.2,Very Good,I,SI1,62.2,55.0,5408,6.75,6.92,4.25
0.32,Premium,F,SI1,59.3,58.0,684,4.5,4.47,2.66
1.5,Very Good,J,VS2,60.5,63.0,7308,7.32,7.27,4.41
0.43,Premium,G,VVS1,62.2,58.0,1207,4.78,4.83,2.99
1.07,Premium,E,SI2,60.5,59.0,4284,6.59,6.67,4.01
1.0,Very Good,F,SI1,61.8,59.0,4712,6.33,6.38,3.93
1.51,Very Good,I,IF,62.1,59.0,12291,7.25,7.31,4.52
1.32,Very Good,F,VS1,60.3,57.0,10575,7.08,7.12,4.28
1.18,Very Good,J,SI2,62.2,58.0,4353,6.74,6.79,4.21
1.0,Ideal,G,VS1,62.5,54.0,7648,6.4,6.44,4.01
0.32,Ideal,G,VS1,61.2,57.0,645,4.4,4.43,2.7
1.54,Premium,D,VS2,59.3,59.0,16889,7.61,7.54,4.49
1.26,Very Good,H,VS2,63.8,52.0,7567,6.89,6.84,4.38
0.33,Premium,E,VS2,60.7,58.0,928,4.49,4.47,2.72
1.01,Premium,D,VS2,60.0,59.0,7508,6.53,6.48,3.9
1.21,Ideal,H,VS2,62.9,57.0,6302,6.8,6.75,4.26
0.52,Ideal,D,VS2,61.8,55.0,1822,5.16,5.19,3.2
0.6,Ideal,E,VS2,61.8,56.0,1897,5.41,5.46,3.36
1.52,Premium,H,SI2,58.7,62.0,8127,7.6,7.53,4.44
0.35,Very Good,D,VVS2,60.0,58.0,835,4.57,4.59,2.75
1.36,Very Good,H,SI2,61.5,58.0,6279,7.09,7.16,4.38
1.52,Premium,F,VS2,62.2,58.0,12985,7.38,7.29,4.56
1.1,Very Good,I,SI2,60.5,59.0,4202,6.65,6.71,4.04
1.01,Very Good,G,VS1,60.7,63.0,6239,6.38,6.4,3.88
0.7,Ideal,F,SI2,61.8,56.0,2171,5.69,5.71,3.52
0.3,Ideal,G,VS1,62.0,54.0,776,4.35,4.3,2.68
0.33,Premium,H,VVS2,62.4,60.0,854,4.42,4.39,2.75
1.01,Very Good,F,SI1,63.5,59.0,4846,6.39,6.3,4.03
0.42,Premium,F,VVS1,60.5,58.0,1326,4.81,4.84,2.92
0.9,Premium,I,SI1,63.0,58.0,2861,6.09,6.01,3.81
2.01,Ideal,I,VS2,60.7,57.0,17197,8.21,8.17,4.97
0.4,Premium,D,SI1,61.3,60.0,990,4.75,4.71,2.9
0.61,Premium,E,SI1,60.1,59.0,1812,5.51,5.48,3.3
0.9,Premium,F,SI1,61.3,58.0,3714,6.13,6.08,3.74
0.31,Very Good,I,SI1,60.7,60.0,408,4.33,4.37,2.64
0.36,Ideal,G,IF,61.6,55.0,1074,4.57,4.59,2.82
1.67,Premium,I,VS2,61.9,56.0,10736,7.64,7.6,4.72
0.28,Premium,H,VVS1,61.5,58.0,646,4.22,4.17,2.58
0.57,Ideal,F,VS1,61.9,56.0,2052,5.39,5.3,3.31
0.3,Ideal,G,VS2,61.7,56.0,526,4.31,4.35,2.67
1.03,Very Good,F,SI2,63.3,59.0,3692,6.35,6.32,4.01
1.27,Premium,J,VS1,62.6,59.0,5518,6.88,6.92,4.32
0.41,Premium,F,SI1,59.8,59.0,969,4.85,4.82,2.89
0.52,Ideal,E,VVS2,61.3,56.0,2675,5.18,5.2,3.18
0.81,Very Good,E,SI2,62.9,56.0,3059,5.87,5.9,3.7
0.42,Very Good,H,VVS1,62.2,56.0,1193,4.78,4.81,2.98
1.21,Very Good,H,SI2,61.1,55.7,5989,6.87,6.92,4.21
0.72,Good,E,VS2,60.8,62.0,3140,5.73,5.78,3.5
0.54,Premium,D,VS1,61.1,58.0,1994,5.24,5.3,3.22
3.4,Fair,D,I1,66.8,52.0,15964,9.42,9.34,6.27
1.0,Premium,H,I1,61.3,60.0,2695,6.39,6.43,3.93
0.27,Ideal,F,VVS2,62.0,55.0,760,4.14,4.16,2.57
0.5,Very Good,H,VVS1,63.5,58.0,1838,5.03,4.98,3.18
0.55,Ideal,G,SI1,61.7,55.0,1605,5.25,5.28,3.25
0.59,Ideal,E,VS2,62.2,58.0,1838,5.35,5.39,3.34
1.53,Very Good,E,SI2,59.3,58.0,11069,7.54,7.57,4.48
0.7,Premium,F,VVS1,61.9,60.0,3587,5.68,5.63,3.5
0.75,Ideal,F,SI2,62.6,55.0,2393,5.86,5.81,3.65
1.01,Good,D,SI2,65.1,57.0,4468,6.27,6.32,4.1
0.41,Premium,I,VVS2,59.9,58.0,1061,4.87,4.81,2.9
0.77,Premium,F,VS2,61.8,56.0,2889,5.94,5.9,3.66
1.0,Premium,H,SI1,62.1,56.0,4788,6.48,6.38,3.99
0.55,Very Good,F,VVS2,62.4,59.0,2147,5.2,5.22,3.25
0.7,Premium,D,VS2,60.9,57.0,2909,5.71,5.69,3.47
0.75,Very Good,G,VS2,63.3,58.0,2467,5.78,5.75,3.65
1.14,Ideal,F,VVS1,61.6,57.0,9259,6.71,6.76,4.15
1.51,Very Good,G,VS2,58.7,63.0,12551,7.45,7.4,4.36
1.51,Very Good,H,VS2,63.2,57.0,10950,7.18,7.32,4.58
0.59,Very Good,F,SI2,63.4,57.0,1301,5.32,5.28,3.36
0.4,Very Good,D,VS2,63.5,55.0,952,4.69,4.66,2.97
1.02,Good,E,VS1,63.9,56.0,7602,6.33,6.38,4.06
0.41,Ideal,G,VVS2,61.3,56.0,1076,4.77,4.76,2.92
0.6,Very Good,H,SI1,60.4,63.0,1378,5.45,5.41,3.28
1.09,Ideal,F,VS1,61.7,57.0,8730,6.58,6.62,4.07
1.02,Ideal,H,SI1,60.8,58.0,5251,6.47,6.49,3.94
1.01,Premium,F,VS2,61.7,58.0,6416,6.42,6.48,3.98
1.0,Premium,H,SI2,59.0,58.0,3472,6.62,6.5,3.87
1.02,Ideal,D,SI1,62.3,56.0,5266,6.49,6.45,4.03
1.0,Very Good,H,VS1,63.3,53.0,4732,6.37,6.29,4.01
0.35,Ideal,E,VVS1,61.8,56.0,905,4.5,4.53,2.79
0.36,Premium,E,SI1,62.2,59.0,756,4.57,4.53,2.83
1.38,Premium,H,VS1,61.0,60.0,7233,7.21,7.16,4.38
0.38,Ideal,E,VS1,62.1,56.0,1000,4.62,4.65,2.88
1.01,Premium,G,SI2,60.5,58.0,4327,6.55,6.47,3.94
0.37,Premium,E,VVS2,60.9,59.0,844,4.61,4.65,2.82
1.55,Very Good,I,VS1,59.0,58.0,10711,7.56,7.63,4.48
0.36,Ideal,E,VS1,61.5,55.0,753,4.58,4.66,2.84
0.33,Very Good,H,SI1,63.0,56.0,463,4.41,4.42,2.78
1.13,Ideal,H,SI1,61.9,60.0,5911,6.63,6.65,4.11
0.71,Very Good,G,VS2,64.5,57.0,2382,5.56,5.6,3.6
1.5,Fair,F,SI2,65.4,58.0,7644,7.17,7.1,4.67
0.5,Very Good,D,SI1,58.9,61.0,1436,5.16,5.19,3.05
0.41,Ideal,F,VS2,61.8,56.0,863,4.78,4.8,2.96
0.7,Ideal,I,VS2,61.9,57.0,3298,5.68,5.73,3.53
0.7,Very Good,I,VVS2,63.3,55.0,2415,5.67,5.61,3.57
0.73,Very Good,D,SI1,63.6,57.0,2548,5.68,5.71,3.62
1.0,Premium,F,VS2,62.6,60.0,6468,6.37,6.29,3.96
0.73,Ideal,J,VS2,62.3,55.0,2101,5.74,5.78,3.59
0.62,Premium,G,SI1,59.3,58.0,1253,5.6,5.56,3.31
1.0,Good,D,VS1,62.7,62.0,7672,6.21,6.23,3.9
1.16,Very Good,H,SI2,59.6,59.0,4455,6.85,6.87,4.09
0.54,Very Good,D,VS2,60.5,59.0,1885,5.24,5.28,3.18
1.28,Premium,H,VS2,59.4,60.0,5878,7.07,7.03,4.19
1.02,Premium,E,SI2,60.5,58.0,4478,6.58,6.54,3.97
0.5,Ideal,E,SI1,61.8,56.0,1617,5.11,5.07,3.14
1.52,Premium,I,SI2,59.8,62.0,8010,7.47,7.41,4.45
0.3,Very Good,D,SI1,63.1,56.0,662,4.28,4.24,2.69
0.28,Very Good,F,VS1,61.0,59.0,487,4.23,4.29,2.6
0.91,Fair,H,SI2,61.3,67.0,2825,6.24,6.19,3.81
0.71,Ideal,F,VS1,61.9,56.0,2907,5.7,5.74,3.54
0.73,Ideal,J,SI1,62.0,56.0,1902,5.74,5.78,3.57
1.08,Good,G,SI2,63.2,57.0,4241,6.5,6.54,4.12
0.37,Premium,E,SI1,60.6,54.0,833,4.68,4.63,2.82
0.39,Very Good,E,VS2,60.1,61.0,889,4.72,4.76,2.85
1.1,Very Good,I,VS1,60.2,59.0,5082,6.67,6.71,4.03
0.71,Ideal,G,SI1,62.3,56.0,2317,5.73,5.7,3.56
0.52,Ideal,G,IF,61.5,56.0,2164,5.21,5.16,3.19
1.0,Good,G,SI1,63.9,60.0,4824,6.27,6.22,3.99
0.55,Ideal,F,VS2,62.1,55.0,1871,5.27,5.25,3.26
2.02,Good,I,SI2,58.2,57.0,14027,8.31,8.35,4.85
0.34,Ideal,H,VVS2,61.2,56.0,667,4.51,4.54,2.77
0.38,Ideal,D,VS2,62.0,56.0,933,4.64,4.68,2.89
1.5,Very Good,E,SI2,62.1,59.0,9548,7.26,7.33,4.53
0.73,Very Good,E,SI1,61.6,59.0,2760,5.77,5.78,3.56
0.78,Ideal,E,SI1,62.7,55.0,3067,5.87,5.9,3.69
0.23,Ideal,G,SI1,62.1,53.0,364,3.93,3.96,2.45
1.0,Premium,G,IF,62.2,61.0,7822,6.41,6.38,3.98
0.91,Ideal,F,SI1,62.0,57.0,4801,6.22,6.24,3.86
0.31,Ideal,F,SI1,62.3,56.0,516,4.32,4.35,2.7
